Company name,Segment,Printer manufacturer,Printer model,Number of printers,Count type,Process,Material type,Material format,Country,Update year
Vangest,Printing services,3D Systems,SLA 250,1,Total units,VPP,Polymer,,Portugal,2024
Valmet,Printing services,metalfab2,,1,Units added in year,,,,China,2023
Vangest,Printing services,Modix,120z,1,Total units,MEX,Polymer,,China,2024
Vangest,Printing services,Stratasys,Neo450,1,Total units,VPP,Polymer,,China,2024
Vangest,Printing services,Stratasys,Neo450,1,Units added in year,VPP,Polymer,,China,2024
UnionFab,Printing services,BLT,SLM280,62,Total units,PBF-LB,Metal,,China,2024
UnionFab,Printing services,BLT,SLM150,33,Total units,PBF-LB,Metal,,China,2024
UnionFab,Printing services,Intamsys,FUNMAT-PRO 610HT,30,Total units,MEX,Polymer,,China,2024
UnionFab,Printing services,Intamsys,FUNMAT-HT,20,Total units,MEX,Polymer,,China,2024
UnionFab,Printing services,Farsoon,403P,18,Total units,PBF-LB,Polymer,,China,2024
UnionFab,Printing services,HP,MJF 4200,10,Total units,PBF-IR,Polymer,,China,2024
UnionFab,Printing services,BLT,S300,8,Total units,PBF-LB,Metal,,China,2024
UnionFab,Printing services,HP,MJF 5200,8,Total units,PBF-IR,Polymer,,China,2024
UnionFab,Printing services,BLT,S200,6,Total units,PBF-LB,Metal,,China,2024
UnionFab,Printing services,Stratasys,F770,6,Total units,MEX,Polymer,,China,2024
UnionFab,Printing services,Stratasys,J850,6,Total units,MJT,Polymer,,China,2024
UnionFab,Printing services,BLT,S150,3,Total units,PBF-LB,Metal,,China,2024
UnionFab,Printing services,EOS ,EOS-P110,2,Total units,PBF-LB,Metal,,China,2024
UnionFab,Printing services,EOS ,EOS-P760,1,Total units,PBF-LB,Metal,,China,2024
UnionFab,Printing services,UnionTech,LITE600HD,394,Total units,VPP,Polymer,,China,2024
UnionFab,Printing services,UnionTech,LITE800HD,139,Total units,VPP,Polymer,,China,2024
UnionFab,Printing services,UnionTech,RS PRO450,5,Total units,VPP,Polymer,,Germany,2024
UnionFab,Printing services,UnionTech,G1400,4,Total units,VPP,Polymer,,Germany,2024
UnionFab,Printing services,UnionTech,G1800,3,Total units,VPP,Polymer,,India,2024
UnionFab,Printing services,UnionTech,G2100,1,Total units,VPP,Polymer,,India,2024
Toolcraft,Printing services,Farsoon,FS422M-4,1,Total units,PBF-LB,Metal,,India,2024
Toolcraft,Printing services,Trumpf,TruLaser Cell 3000,1,Total units,DED-LB,Metal,,India,2024
Time To 3D,Printing services,Creality,Ender3,50,Total units,MEX,Polymer,,India,2024
Time To 3D,Printing services,Creality,Ender3,15,Units added in year,MEX,Polymer,,India,2024
Time To 3D,Printing services,Bambu Lab,X1 Carbon,10,Total units,MEX,Polymer,,India,2024
Time To 3D,Printing services,Bambu Lab,X1 Carbon,10,Units added in year,MEX,Polymer,,Italy,2024
Time To 3D,Printing services,Creality,CR10S,10,Total units,MEX,Polymer,,United Arab Emirates,2024
Time To 3D,Printing services,Flashforge,Finder,10,Total units,MEX,Polymer,,United Arab Emirates,2024
Time To 3D,Printing services,Flashforge,Guider2,10,Total units,MEX,Polymer,,United Arab Emirates,2024
Texer Design,Printing services,EOS,M280,3,Total units,PBF-LB,Metal,,United Arab Emirates,2024
TamVinci,Printing services,3D Systems,,3,Total units,BJT,,,United Arab Emirates,2023
TamVinci,Printing services,3D Systems,,4,Total units,BJT,,,United Arab Emirates,2022
TamVinci,Printing services,3D Systems,,1,Units added in year,BJT,,,United Arab Emirates,2022
TamVinci,Printing services,Robotic 3DCP,,5,Total units,,,,India,2023
TamVinci,Printing services,Robotic 3DCP,,4,Units added in year,,,,India,2023
TamVinci,Printing services,Twente AM,,2,Total units,,,,India,2022
TamVinci,Printing services,Twente AM,,2,Units added in year,,,,India,2022
Stratnel Technologies,Printing services,Formlabs,Form 2,1,Total units,VPP,Polymer,,India,2022
Stratnel Technologies,Printing services,Intamsys Funmat HT,,1,Total units,MEX,,,India,2023
Stratnel Technologies,Printing services,Intamsys Funmat HT,,1,Total units,,,,India,2023
Stratnel Technologies,Printing services,MK Technology Vacuum Casting,,1,Total units,,,,India,2022
Stratnel Technologies,Printing services,MK Technology Vacuum Casting,,1,Units added in year,,,,India,2022
Stratnel Technologies,Printing services,Modix,Big Meter,1,Total units,,,,India,2022
Stratnel Technologies,Printing services,Modix,Big Meter,1,Units added in year,,,,India,2022
Stratnel Technologies,Printing services,Modix Big Meter,,1,Total units,MEX,,,India,2023
Stratnel Technologies,Printing services,Peopoly,Phenom Noir,1,Total units,,,,India,2022
Stratnel Technologies,Printing services,Peopoly,Phenom Noir,1,Units added in year,,,,India,2022
Stratnel Technologies,Printing services,PeoPoly SLA,,1,Total units,,,,India,2023
Stratnel Technologies,Printing services,Prusa,,10,Total units,,,,India,2023
Stratnel Technologies,Printing services,Prusa MK3,,12,Total units,,,,India,2022
Stratnel Technologies,Printing services,Modix,Big Meter,1,Total units,MEX,Polymer,,India,2024
Stratnel Technologies,Printing services,Modix,Big Meter,1,Units added in year,MEX,Polymer,,India,2024
Stratnel Technologies,Printing services,Nexa3D,QLS 230,1,Total units,PBF-LB,Polymer,,India,2024
Stratnel Technologies,Printing services,Nexa3D,QLS 230,1,Units added in year,PBF-LB,Polymer,,India,2024
Stratnel Technologies,Printing services,Stacker,S4,3,Total units,MEX,,,India,2023
Stratnel Technologies,Printing services,Stacker S4,,3,Total units,,,,India,2022
Stratnel Technologies,Printing services,Peopoly,Phnom Noir,1,Total units,VPP,Polymer,,India,2024
Stratnel Technologies,Printing services,Peopoly,Phnom Noir,1,Units added in year,VPP,Polymer,,India,2024
Stratnel Technologies,Printing services,Prusa,MK3,1,Total units,MEX,Polymer,,India,2024
Stratnel Technologies,Printing services,Prusa,MK3,1,Units added in year,MEX,Polymer,,India,2024
Stratnel Technologies,Printing services,Stacker,S4,1,Total units,MEX,Polymer,,India,2024
Stratnel Technologies,Printing services,Stacker,S4,1,Units added in year,MEX,Polymer,,India,2024
Stratnel Technologies,Printing services,Vacuum Casting,,1,Total units,,,,Slovakia,2023
Stratnel Technologies,Printing services,XYZ,,1,Total units,PBF,Polymer,,Slovakia,2023
Stratnel Technologies,Printing services,XYZ,,1,Total units,PBF,Polymer,,Slovakia,2022
Stratnel Technologies,Printing services,XYZ,,1,Units added in year,PBF,Polymer,,Slovakia,2022
Stepanek3D,Printing services,Bambu Lab,P1S,4,Total units,MEX,Polymer,,Slovakia,2024
Stepanek3D,Printing services,Bambu Lab,X1C,4,Total units,MEX,Polymer,,Slovakia,2024
Stepanek3D,Printing services,Elegoo ,Orangestorm,2,Total units,MEX,Polymer,,Slovakia,2024
Stepanek3D,Printing services,Elegoo ,Orangestorm,2,Units added in year,MEX,Polymer,,Germany,2024
Stepanek3D,Printing services,Bambu Lab,P1S,1,Units added in year,MEX,Polymer,,Germany,2024
Stepanek3D,Printing services,Bambu Lab,X1C,1,Units added in year,MEX,Polymer,,Germany,2024
Stepanek3D,Printing services,Sinterit,LISAX,1,Total units,PBF-LB,Polymer,,Germany,2024
Speedpart GmbH,Printing services,3D Systems,,3,Total units,PBF,Polymer,,Germany,2023
Speedpart GmbH,Printing services,3D Systems,,2,Total units,VPP,Polymer,,Germany,2023
Speedpart GmbH,Printing services,3D Systems,,1,Units added in year,VPP,Polymer,,France,2023
Speedpart GmbH,Printing services,3D Systems,,1,Total units,BJT,,,Germany,2022
Speedpart GmbH,Printing services,3D Systems,,3,Total units,PBF,Polymer,,Germany,2022
Speedpart GmbH,Printing services,3D Systems,,2,Total units,VPP,Polymer,,France,2022
Farinia Group (formerly Spartacus3D),Printing services,EOS,M280,2,Total units,PBF-LB,Metal,,Switzerland,2024
Speedpart GmbH,Printing services,EOS,,1,Total units,PBF-LB,Metal,,Switzerland,2023
Speedpart GmbH,Printing services,EOS,,1,Total units,PBF-LB,Metal,,Germany,2022
Farinia Group (formerly Spartacus3D),Printing services,EOS,M290,1,Total units,PBF-LB,Metal,,Germany,2024
Spectroplast AG,Printing services,Spectroplast SAM,,12,Total units,,,,Germany,2022
Spectroplast AG,Printing services,Spectroplast SAM,,2,Units added in year,,,,Germany,2022
Speedpart GmbH,Printing services,Stratasys,,1,Total units,MEX,,,Japan,2023
Speedpart GmbH,Printing services,Stratasys,,1,Total units,MEX,,,Japan,2022
Speedpart GmbH,Printing services,Stratasys,,1,Total units,MJT,,,Japan,2023
Speedpart GmbH,Printing services,Stratasys,,1,Total units,MJT,,,Japan,2022
SOLIZE,Printing services,3D Systems,,8,Total units,PBF,Metal,,Japan,2023
SOLIZE,Printing services,3D Systems,,8,Total units,PBF,Polymer,,Japan,2023
SOLIZE,Printing services,3D Systems,,1,Units added in year,PBF,Polymer,,Japan,2023
SOLIZE,Printing services,3D Systems,,16,Total units,VPP,Polymer,,Japan,2023
SOLIZE,Printing services,3D Systems,,1,Units added in year,VPP,Polymer,,Japan,2023
SOLIZE,Printing services,3D Systems,,8,Total units,PBF,Polymer,,Japan,2022
SOLIZE,Printing services,3D Systems,,1,Units added in year,PBF,Polymer,,Japan,2022
SOLIZE,Printing services,3D Systems,,4,Total units,VPP,Polymer,,Japan,2022
SOLIZE,Printing services,3D Systems,,2,Units added in year,VPP,Polymer,,Japan,2022
SOLIZE,Printing services,HP,,5,Total units,BJT,,,Germany,2023
SOLIZE,Printing services,HP,MJF,1,Units added in year,BJT,Polymer,,Germany,2022
SOLIZE,Printing services,HP ,MJF,5,Total units,BJT,Polymer,,Germany,2022
SOLIZE,Printing services,Other,,3,Total units,,,,Germany,2023
Siemens Energy,Printing services,EOS,M400-4,20,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,EOS,M400/4,20,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,EOS,M290,12,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,EOS,M290,11,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,EOS,M400-4,5,Units added in year,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,EOS,M270,4,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,EOS,M400-1,4,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,EOS,M400-1,4,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,Nikon SLM,NXG,2,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,Nikon SLM,NXG,2,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,Nikon SLM,NXG,2,Units added in year,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,Nikon SLM,NXG,2,Units added in year,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,Renishaw,500Q,2,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,Renishaw,500Q,2,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,EOS,M270,1,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,EOS,M280,1,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,EOS ,M280,1,Total units,PBF-LB,Metal,,Germany,2024
Siemens Energy,Printing services,Nikon SLM,SLM 500,1,Total units,PBF-LB,Metal,,South Korea,2024
Siemens Energy,Printing services,Nikon SLM,SLM 500,1,Total units,PBF-LB,Metal,,South Korea,2024
Siemens Energy,Printing services,Nikon SLM,SLM 500,1,Units added in year,PBF-LB,Metal,,South Korea,2024
Siemens Energy,Printing services,TRUMPF,TruPrint 5000,1,Total units,PBF-LB,Metal,,South Korea,2024
"SeeAnn Solution Co., Ltd",Printing services,3D Systems,Figure4 Standalone,1,Total units,VPP,Polymer,,South Korea,2024
"SeeAnn Solution Co., Ltd",Printing services,3D Systems,Figure4 Standalone,1,Total units,VPP,Polymer,,South Korea,2024
"SeeAnn Solution Co., Ltd",Printing services,3D Systems,Figure4 Standalone,1,Units added in year,VPP,Polymer,,South Korea,2024
"SeeAnn Solution Co., Ltd",Printing services,3D Systems,Figure4 Standalone,1,Units added in year,VPP,Polymer,,South Korea,2024
"SeeAnn Solution Co., Ltd",Printing services,Cubicon,Single Plus-320C,1,Total units,MEX,Polymer,,South Korea,2024
"SeeAnn Solution Co., Ltd",Printing services,Cubicon,Single Plus-320C,1,Units added in year,MEX,Polymer,,South Korea,2024
"SeeAnn Solution Co., Ltd",Printing services,Formlabs,Form 3,1,Total units,VPP,Polymer,,South Korea,2024
"SeeAnn Solution Co., Ltd",Printing services,Formlabs,Form 3,1,Units added in year,VPP,Polymer,,South Korea,2024
"SeeAnn Solution Co., Ltd",Printing services,Stratasys,J3,1,Total units,MJT,Polymer,,Germany,2024
"SeeAnn Solution Co., Ltd",Printing services,Stratasys,J826,1,Total units,MJT,Polymer,,Germany,2024
"SeeAnn Solution Co., Ltd",Printing services,Stratasys,J3,1,Units added in year,MJT,Polymer,,Finland,2024
"SeeAnn Solution Co., Ltd",Printing services,Stratasys,J826,1,Units added in year,MJT,Polymer,,Finland,2024
Rosswag Engineering,Printing services,Nikon SLM,SLM 280,4,Total units,PBF-LB,Metal,,Germany,2024
Rosswag engineering,Printing services,Alpha Laser,AL3D,1,Total units,PBF-LB,Metal,,Germany,2024
Salon Metalelektro,Printing services,Markforged,Mark Two,1,Minimum,MEX,Polymer,,Germany,2024
Salon Metalelektro,Printing services,Nikon SLM,,1,Total units,PBF,Metal,,Germany,2022
Rosswag Engineering,Printing services,Nikon SLM,SLM 280,1,Units added in year,PBF-LB,Metal,,Germany,2024
Robert Hofmann,Printing services,Colibrium Additive,,12,Total units,PBF-LB,Metal,,Germany,2023
Robert Hofmann,Printing services,Colibrium Additive,Concept Laser,12,Total units,PBF-LB,Metal,,Japan,2022
Robert Hofmann,Printing services,Colibrium Additive,Concept Laser,-1,Units added in year,PBF-LB,Metal,,Japan,2022
Robert Hofmann,Printing services,HP,,2,Total units,BJT,,,Japan,2023
Robert Hofmann,Printing services,HP ,MJF,2,Total units,BJT,Polymer,,Japan,2022
RICOH JAPAN Corporation,Printing services,Aspect,AM-550C,1,Total units,PBF-LB,Polymer,,Japan,2024
RICOH JAPAN Corporation,Printing services,Aspect,AM-550C,1,Units added in year,PBF-LB,Polymer,,Japan,2024
RICOH JAPAN Corporation,Printing services,HP,MJF 4200,1,Total units,PBF-IR,Polymer,,New Zealand,2024
RICOH JAPAN Corporation,Printing services,HP,MJF 4200,1,Units added in year,PBF-IR,Polymer,,New Zealand,2024
RICOH JAPAN Corporation,Printing services,Stratasys,450mc,1,Total units,MEX,Polymer,,New Zealand,2024
RICOH JAPAN Corporation,Printing services,Stratasys,450mc,1,Units added in year,MEX,Polymer,,New Zealand,2024
RAM3D,Printing services,Renishaw,AM400,6,Total units,PBF-LB,Metal,,New Zealand,2024
RAM3D,Printing services,Renishaw,AM250,5,Total units,PBF-LB,Metal,,New Zealand,2024
RAM3D,Printing services,Nikon SLM,,1,Total units,PBF-LB,Metal,,New Zealand,2023
RAM3D,Printing services,Nikon SLM,,1,Total units,PBF,Metal,,New Zealand,2022
RAM3D,Printing services,Renishaw,,9,Total units,PBF-LB,Metal,,New Zealand,2023
RAM3D,Printing services,Renishaw,,1,Units added in year,PBF-LB,Metal,,New Zealand,2023
RAM3D,Printing services,Renishaw,,9,Total units,PBF,Metal,,New Zealand,2022
RAM3D,Printing services,Renishaw,,2,Units added in year,PBF,Metal,,New Zealand,2022
RAM3D,Printing services,Nikon SLM,SLM 280,1,Total units,PBF-LB,Metal,,Sweden,2024
RAM3D,Printing services,Renishaw,500Q,1,Total units,PBF-LB,Metal,,Switzerland,2024
RAM3D,Printing services,Renishaw,500Q,1,Units added in year,PBF-LB,Metal,,Sweden,2024
RAM3D,Printing services,Renishaw,AM400,1,Units added in year,PBF-LB,Metal,,Sweden,2024
Prototal Industries,Printing services,3D Systems,,22,Total units,VPP,Polymer,,India,2023
ProtoShape 3D-Printing AG,Printing services,3D Systems,,1,Total units,PBF,Metal,,Denmark,2022
Prototal Industries,Printing services,3D Systems,,3,Total units,PBF,Polymer,,Sweden,2022
Prototal Industries,Printing services,3D Systems,,1,Units added in year,PBF,Polymer,,Sweden,2022
Protosys technologies,Printing services,3D Systems,,1,Total units,VPP,Polymer,,Switzerland,2022
PROTOTAL Damvig,Printing services,3D Systems,,6,Total units,VPP,Polymer,,Sweden,2022
Prototal Industries,Printing services,3D Systems,,23,Total units,VPP,Polymer,,Sweden,2022
Prototal Industries,Printing services,3D Systems,,2,Units added in year,VPP,Polymer,,India,2022
ProtoShape 3D-Printing AG,Printing services,Nikon SLM,SLM 280,3,Total units,PBF-LB,Metal,,Denmark,2024
Prototal Industries,Printing services,EOS,,59,Total units,PBF-LB,Polymer,,Sweden,2023
Prototal Industries,Printing services,EOS,,7,Units added in year,PBF-LB,Polymer,,Denmark,2023
Protosys technologies,Printing services,EOS,,1,Total units,PBF,Polymer,,Sweden,2022
PROTOTAL Damvig,Printing services,EOS,,10,Total units,PBF,Polymer,,Sweden,2022
Prototal Industries,Printing services,EOS,,53,Total units,PBF,Polymer,,Sweden,2022
PROTOTAL Damvig,Printing services,EOS,,4,Units added in year,PBF,Polymer,,Sweden,2022
Prototal Industries,Printing services,EOS,,3,Units added in year,PBF,Polymer,,Sweden,2022
Prototal Industries,Printing services,HP,,10,Total units,BJT,,,Switzerland,2023
Prototal Industries,Printing services,HP,,2,Units added in year,BJT,,,Switzerland,2023
Prototal Industries,Printing services,HP,MJF,8,Total units,BJT,Polymer,,Switzerland,2022
Prototal Industries,Printing services,HP ,MJF,2,Units added in year,BJT,Polymer,,Switzerland,2022
ProtoShape 3D-Printing AG,Printing services,Nikon SLM,,3,Total units,PBF-LB,Metal,,Sweden,2023
ProtoShape 3D-Printing AG,Printing services,Nikon SLM,,1,Units added in year,PBF-LB,Metal,,Sweden,2023
ProtoShape 3D-Printing AG,Printing services,Nikon SLM,,3,Total units,PBF,Metal,,Sweden,2022
ProtoShape 3D-Printing AG,Printing services,Nikon SLM,SLM 250,1,Total units,PBF-LB,Metal,,India,2024
Prototal Industries,Printing services,Roboze Argo 500,,1,Total units,,,,India,2022
Prototal Industries,Printing services,Roboze Argo 500,,1,Units added in year,,,,Switzerland,2022
Prototal Industries,Printing services,"SAF, Roboze",,2,Total units,,,,Sweden,2023
protosys technologies,Printing services,Shining 3D ,,2,Total units,,,,India,2022
protosys technologies,Printing services,Shining 3D ,,1,Units added in year,,,,Denmark,2022
ProtoShape 3D-Printing AG,Printing services,Nikon SLM,SLM 280,1,Units added in year,PBF-LB,Metal,,Sweden,2024
Prototal Industries,Printing services,Stratasys,,1,Total units,MEX,,,Denmark,2023
protosys technologies,Printing services,Stratasys,,1,Total units,MEX,,,Sweden,2022
Prototal Damvig,Printing services,Stratasys,,1,Total units,MEX,,,Sweden,2022
Prototal Industries,Printing services,Stratasys,,2,Total units,MEX,,,Denmark,2022
Prototal Damvig,Printing services,Stratasys,,1,Total units,MJT,,,India,2022
Prototal Industries,Printing services,Stratasys,,1,Total units,MJT,,,The United Kingdom,2023
Prototal Industries,Printing services,Stratasys,,1,Total units,MJT,,,The United Kingdom,2022
Prototal Damvig,Printing services,Stratasys,SAF,1,Total units,,,,The United Kingdom,2022
protosys technologies,Printing services,Zortrax,,2,Total units,,,,The United Kingdom,2022
CA Models,Printing services,EOS,P730,1,Actual,PBF-LB,Polymer,,The United Kingdom,2025
CA Models,Printing services,EOS,P395,2,Actual,PBF-LB,Polymer,,The United Kingdom,2025
CA Models,Printing services,3D Systems,SLA 7000,1,Actual,VPP,Polymer,,The United Kingdom,2025
CA Models,Printing services,3D Systems,VIPER SI2,2,Actual,VPP,Polymer,,The United Kingdom,2025
CA Models,Printing services,3D Systems,IPRO 9000,1,Actual,VPP,Polymer,,The United Kingdom,2025
CA Models,Printing services,3D Systems,IPRO 8000,2,Actual,VPP,Polymer,,The United Kingdom,2025
CA Models,Printing services,3D Systems,Projet 6000,2,Actual,VPP,Polymer,,The United Kingdom,2025
CA Models,Printing services,Stratasys,Objet500 Connex,1,Actual,MJT,Polymer,,The United Kingdom,2025
CA Models,Printing services,3D Systems,Figure 4,2,Actual,VPP,Polymer,,The United Kingdom,2025
CA Models,Printing services,Stratasys,Fortus 900mc,2,Actual,MEX,Polymer,,Italy,2025
CA Models,Printing services,Nikon SLM,,1,Actual,PBF-LB,Metal,,Italy,2025
CA Models,Printing services,Nikon SLM,500HL,1,Actual,PBF-LB,Metal,,Italy,2025
CA Models,Printing services,Colibrium Additive,Concept Laser M2,1,Actual,PBF-LB,Metal,,Italy,2025
Progold,Printing services,DMG Mori,Lasertec,9,Total units,PBF-LB,Metal,,The United Kingdom,2023
Progold,Printing services,DMG Mori,Lasertec,2,Units added in year,PBF-LB,Metal,,The United Kingdom,2023
Progold,Printing services,TRUMPF,,1,Total units,,,,The United Kingdom,2023
Progold,Printing services,TRUMPF,,1,Units added in year,,,,The United Kingdom,2023
Printpool Additive Manufacturing Ltd,Printing services,Bambu Lab,P1S,12,Total units,MEX,Polymer,,The United Kingdom,2024
Printpool Additive Manufacturing Ltd,Printing services,Bambu Lab,A1,10,Total units,MEX,Polymer,,The United Kingdom,2024
Printpool Additive Manufacturing Ltd,Printing services,Bambu Lab,A1,10,Units added in year,MEX,Polymer,,The United Kingdom,2024
Printpool Additive Manufacturing Ltd,Printing services,Bambu Lab,P1S,9,Units added in year,MEX,Polymer,,The United Kingdom,2024
Printpool Additive Manufacturing Ltd,Printing services,Bambu Lab,X1C,1,Total units,MEX,Polymer,,United States,2024
Printpool Additive Manufacturing Ltd,Printing services,Bambu Lab,X1C,1,Units added in year,MEX,Polymer,,India,2024
Printpool Additive Manufacturing Ltd,Printing services,Markforged,Onyx Pro,1,Total units,MEX,Polymer,,United States,2024
Printpool Additive Manufacturing Ltd,Printing services,UltiMaker,S5,1,Total units,MEX,Polymer,,United States,2024
"Zeda Holdings, Inc.",Printing services,3D Systems,ProX DMP 320,3,Total units,PBF,Metal,,United States,2022
Primaeam,Printing services,Colibrium Additive,,1,Total units,PBF-EB,Metal,,United States,2023
"Zeda Holdings, Inc.",Printing services,Colibrium Additive,Arcam,1,Total units,PBF-EB,Metal,,United States,2022
"Zeda Holdings, Inc.",Printing services,Colibrium Additive,Arcam,1,Units added in year,PBF-EB,Metal,,United States,2022
"Zeda Holdings, Inc.",Printing services,Colibrium Additive,Concept Laser,2,Total units,PBF-LB,Metal,,United States,2022
"Zeda Holdings, Inc.",Printing services,Colibrium Additive,Concept Laser,1,Units added in year,PBF-LB,Metal,,India,2022
"Zeda Holdings, Inc.",Printing services,Desktop Metal,,2,Total units,BJT,Metal,,India,2022
"Zeda Holdings, Inc.",Printing services,EOS,,1,Total units,PBF-LB,Metal,,India,2022
"Zeda Holdings, Inc.",Printing services,EOS,,1,Units added in year,PBF-LB,Metal,,India,2022
Primaeam,Printing services,Formlabs,,1,Total units,VPP,Polymer,,India,2023
Primaeam,Printing services,HP,,2,Total units,BJT,,,India,2023
Primaeam,Printing services,HP,,1,Units added in year,BJT,,,United States,2023
Primaeam,Printing services,Markforged,,1,Total units,MEX,,,United States,2023
Primaeam,Printing services,Nikon SLM,,1,Total units,PBF-LB,Metal,,The United Kingdom,2023
Primaeam,Printing services,Stratasys,,1,Total units,MEX,,,The United Kingdom,2023
"Zeda Holdings, Inc.",Printing services,Velo3D,,4,Total units,PBF-LB,Metal,,The United Kingdom,2022
"Zeda Holdings, Inc.",Printing services,Velo3D,,2,Units added in year,PBF-LB,Metal,,The United Kingdom,2022
PLG Global,Printing services,Carbon,,1,Total units,VPP,,,The United Kingdom,2022
PLG Global,Printing services,HP,MJF,2,Total units,BJT,Polymer,,The United Kingdom,2022
PLG Global,Printing services,HP ,MJF,3,Total units,BJT,Polymer,,The United Kingdom,2022
PLG Global,Printing services,HP ,MJF,1,Units added in year,BJT,Polymer,,The United Kingdom,2022
PLG Global,Printing services,Nexa3D,,3,Total units,VPP,,,The United Kingdom,2022
PLG Global,Printing services,Nexa3D,,1,Total units,VPP,,,The United Kingdom,2022
PLG Global,Printing services,Nexa3D,,1,Units added in year,VPP,,,The United Kingdom,2022
PLG Global,Printing services,Nexa3D,,1,Units added in year,VPP,,,The United Kingdom,2022
PLG Global,Printing services,Stratasys,,7,Total units,MEX,,,The United Kingdom,2022
PLG Global,Printing services,Stratasys,,3,Total units,MEX,,,The United Kingdom,2022
PLG Global,Printing services,Stratasys,,4,Units added in year,MEX,,,The United Kingdom,2022
PLG Global,Printing services,Stratasys,,3,Total units,MJT,,,The United Kingdom,2022
PLG Global,Printing services,Stratasys,,1,Total units,MJT,,,Malaysia,2022
PLG Global,Printing services,Stratasys,,1,Units added in year,MJT,,,Malaysia,2022
PLG Global,Printing services,Zortrax/Ultimaker/BCN,,17,Total units,,,,Malaysia,2022
PLG Global,Printing services,Zortrax/Ultimaker/BCN,,3,Units added in year,,,,Malaysia,2022
Pebblereka,Printing services,Formlabs,,5,Units added in year,VPP,Polymer,,Malaysia,2023
Pebblereka,Printing services,Formlabs,,2,Total units,VPP,Polymer,,Malaysia,2022
Pebblereka,Printing services,Formlabs,,2,Units added in year,VPP,Polymer,,Malaysia,2022
Pebblereka,Printing services,HP,,1,Units added in year,BJT,,,Malaysia,2023
Pebblereka,Printing services,HP,MJF,1,Units added in year,BJT,Polymer,,Malaysia,2022
Pebblereka,Printing services,HP ,MJF,1,Total units,BJT,Polymer,,Malaysia,2022
Pebblereka,Printing services,Kings SLA,,1,Units added in year,VPP,Polymer,,Malaysia,2023
Pebblereka,Printing services,Sintratec,S2,1,Units added in year,PBF-LB,Polymer,,Czechia,2023
Pebblereka,Printing services,UltiMaker,,18,Total units,MEX,Polymer,,Czechia,2022
Pebblereka,Printing services,UltiMaker,,5,Units added in year,MEX,Polymer,,Czechia,2022
Pebblereka,Printing services,UltiMaker,,23,Units added in year,MEX,Polymer,,Czechia,2023
Paarts Additive,Printing services,Xact Metal,XM200G,1,Minimum,PBF-LB,Metal,,Czechia,2025
Paarts Additive,Printing services,Formlabs,Fuse 1 + 30W,1,Total units,VPP,Polymer,,0,2022
Paarts Additive,Printing services,Formlabs,Fuse 1 + 30W,1,Units added in year,VPP,Polymer,,0,2022
Paarts Additive,Printing services,HP,MJF 5200,2,Total units,BJT,Polymer,,Czechia,2023
Paarts Additive,Printing services,HP ,MJF 5200,4,Total units,BJT,Polymer,,Czechia,2022
Parmatech Corporation,Printing services,HP,Metaljet,1,Total units,BJT,Metal,,Czechia,2024
Parmatech Corporation,Printing services,HP,Metaljet,1,Units added in year,BJT,Metal,,Czechia,2024
Paarts Additive,Printing services,Stratasys,Fortus 450MC,2,Total units,MEX,,,Czechia,2023
Paarts Additive,Printing services,Stratasys,,2,Units added in year,MEX,,,Czechia,2023
Paarts Additive,Printing services,Uniontech,,1,Total units,VPP,,,The United Kingdom,2023
Paarts Additive,Printing services,Uniontech,,1,Total units,VPP,,,The United Kingdom,2022
Paarts Additive,Printing services,Voxeljet,,1,Total units,BJT,,,The United Kingdom,2023
Paarts Additive,Printing services,Voxeljet,,1,Total units,BJT,,,The United Kingdom,2022
Ogle Models & Prototypes,Printing services,3D Systems,,1,Total units,VPP,Polymer,,The United Kingdom,2023
Ogle Models & Prototypes,Printing services,3D Systems,,1,Total units,VPP,Polymer,,The United Kingdom,2022
Ogle Models & Prototypes,Printing services,EOS,,3,Total units,PBF-LB,Polymer,,The United Kingdom,2023
Ogle Models & Prototypes,Printing services,EOS,,3,Total units,PBF,Polymer,,India,2022
Ogle Models & Prototypes,Printing services,Stratasys,,3,Total units,VPP,,,India,2023
Ogle Models & Prototypes,Printing services,Stratasys Stereolithography,,3,Total units,,,,India,2022
Ogle Models & Prototypes,Printing services,Stratasys Stereolithography,,1,Units added in year,,,,Italy,2022
