Company name,Segment,Printer manufacturer,Printer model,Number of printers,Count type,Process,Material type,Material format,Country,Update year
3DPD (3D Product Development Pvt. Ltd.),Printing services,EOS,,2,Total units,PBF-LB,Polymer,,India,2023
3DPD (3D Product Development Pvt. Ltd.),Printing services,EOS,,2,Total units,PBF,Polymer,,India,2022
3DPD (3D Product Development Pvt. Ltd.),Printing services,Nikon SLM,,2,Total units,PBF-LB,Metal,,India,2023
3DPD (3D Product Development Pvt. Ltd.),Printing services,Nikon SLM,,1,Units added in year,PBF-LB,Metal,,India,2023
3DPD (3D Product Development Pvt. Ltd.),Printing services,Nikon SLM,,2,Total units,PBF,Metal,,India,2022
3DPD (3D Product Development Pvt. Ltd.),Printing services,Nikon SLM,,1,Units added in year,PBF,Metal,,The Netherlands,2022
3DPD (3D Product Development Pvt. Ltd.),Printing services,Shining 3D,,2,Total units,,,,Sweden,2022
3DPD (3D Product Development Pvt. Ltd.),Printing services,Nikon SLM,SLM 280,1,Units added in year,PBF-LB,Metal,,Sweden,2024
3DPD (3D Product Development Pvt. Ltd.),Printing services,Uknown Chinese brand,,2,Total units,VPP,,,Sweden,2023
3D Musketeers,Printing services,3D Systems,,3,Total units,BJT,,,Finland,2023
3D MetPrint AM,Printing services,3D Systems,ProX 300,1,Total units,PBF,Metal,,Finland,2023
3D MetPrint AM,Printing services,3D Systems,ProX 300,1,Total units,PBF,Metal,,Finland,2022
3D MetPrint AM,Printing services,3D Systems,ProX 300,1,Total units,PBF-LB,Metal,,Finland,2024
3D Formtech Oy,Printing services,EOS,,2,Total units,PBF-LB,Metal,,Finland,2023
3D Formtech Oy,Printing services,EOS,,1,Units added in year,PBF-LB,Metal,,Finland,2023
3D Formtech Oy,Printing services,EOS,,6,Total units,PBF-LB,Polymer,,Finland,2023
3D Formtech Oy,Printing services,EOS,,1,Units added in year,PBF-LB,Polymer,,Finland,2023
3D Formtech Oy,Printing services,EOS,,2,Total units,PBF-LB,Metal,,Sweden,2022
3D Formtech Oy,Printing services,EOS,,1,Units added in year,PBF-LB,Metal,,The Netherlands,2022
3D Formtech Oy,Printing services,EOS,,6,Total units,PBF,Polymer,,The Netherlands,2022
3D Formtech Oy,Printing services,EOS,,2,Units added in year,PBF,Polymer,,The Netherlands,2022
3D MetPrint AM,Printing services,Creatbot,D600 Pro,1,Total units,MEX,Polymer,,The Netherlands,2024
3D Musketeers,Printing services,MSLA Printers,,16,Total units,,,,The Netherlands,2023
3D Musketeers,Printing services,MSLA Printers,,2,Units added in year,,,,The Netherlands,2023
3D Musketeers,Printing services,Prusa,,14,Total units,,,,United States,2023
3D Musketeers,Printing services,Prusa,,6,Units added in year,,,,United States,2023
3D Musketeers,Printing services,Various FDM,,50,Total units,MEX,,,United States,2023
3D Musketeers,Printing services,Various FDM,,10,Units added in year,MEX,,,China,2023
Innovative 3D Manufacturing,Printing services,Renishaw,Single laser,8,Actual,PBF-LB,Metal,,China,2024
Innovative 3D Manufacturing,Printing services,Renishaw,RenAM500Q,4,Actual,PBF-LB,Metal,,China,2024
Mears Machine,Printing services,Velo3D,,3,Actual,PBF-LB,Metal,,China,2024
IN3DTEC,Printing services,,,185,Minimum,,,,China,2024
IN3DTEC,Printing services,Farsoon,,1,Minimum,PBF-LB,Metal,,China,2024
IN3DTEC,Printing services,EOS,M290,1,Minimum,PBF-LB,Metal,,China,2024
IN3DTEC,Printing services,EOS,M280,1,Minimum,PBF-LB,Metal,,China,2024
IN3DTEC,Printing services,BLT,,1,,PBF-LB,Metal,,China,2024
IN3DTEC,Printing services,Uniontech,,1,Minimum,VPP,Polymer,,China,2024
IN3DTEC,Printing services,ZRapid,,1,Minimum,,Polymer,,China,2024
IN3DTEC,Printing services,3D Systems,,1,Minimum,,Polymer,,China,2024
IN3DTEC,Printing services,Stratasys,,1,Minimum,MEX,Polymer,,China,2024
IN3DTEC,Printing services,Intamsys,,1,Minimum,,Polymer,,China,2024
IN3DTEC,Printing services,Ultimaker,,1,Minimum,,Polymer,,China,2024
IN3DTEC,Printing services,HP,4200,1,Minimum,PBF-IR,Polymer,,China,2024
IN3DTEC,Printing services,HP,4210,1,Minimum,PBF-IR,Polymer,,china,2024
IN3DTEC,Printing services,EOS,P110,1,Minimum,PBF-LB,Polymer,,china,2024
IN3DTEC,Printing services,EOS,P396,1,Minimum,PBF-LB,Polymer,,china,2024
IN3DTEC,Printing services,Farsoon,,1,Minimum,PBF-LB,Polymer,,china,2024
Galaxy3DM,Printing services,Uniontech,Lite600HD,1,Minimum,VPP,Polymer,,china,2025
Galaxy3DM,Printing services,TPM3D,P360,1,Minimum,PBF-LB,Polymer,,China,2025
Galaxy3DM,Printing services,EOS,M290,3,Minimum,PBF-LB,Metal,,China,2025
Galaxy3DM,Printing services,HP,MJF 4200,2,Minimum,PBF-IR,Polymer,,China,2025
Galaxy3DM,Printing services,Farsoon,FS271M,5,Minimum,PBF-LB,Metal,,China,2025
EXL PROTOTYPES CO LTD,Printing services,,,1,Minimum,VPP,Polymer,,China,2025
EXL PROTOTYPES CO LTD,Printing services,,,1,Minimum,PBF-LB,Metal,,China,2025
EXL PROTOTYPES CO LTD,Printing services,,,1,Minimum,PBF-LB,Polymer,,China,2025
EXL PROTOTYPES CO LTD,Printing services,,,1,Minimum,MJT,Polymer,,China,2025
China Steel Research Technology Group Co (CISRI),Printing services,Farsoon,FS621M,7,Actual,PBF-LB,Metal,,China,2025
China Steel Research Technology Group Co (CISRI),Printing services,Farsoon,FS621M Pro,4,Actual,PBF-LB,Metal,,China,2025
China Steel Research Technology Group Co (CISRI),Printing services,Farsoon,FS421M,4,Actual,PBF-LB,Metal,,China,2025
China Steel Research Technology Group Co (CISRI),Printing services,EOS,M400-4,1,Actual,PBF-LB,Metal,,China,2025
China Steel Research Technology Group Co (CISRI),Printing services,EOS,M280,1,Actual,PBF-LB,Metal,,China,2025
China Steel Research Technology Group Co (CISRI),Printing services,EOS,M290,1,Actual,PBF-LB,Metal,,China,2025
China Steel Research Technology Group Co (CISRI),Printing services,"HBD (Shanghai Hanbang United 3D Tech Co.,Ltd.)",1000,1,Actual,PBF-LB,Metal,,China,2025
China Steel Research Technology Group Co (CISRI),Printing services,"HBD (Shanghai Hanbang United 3D Tech Co.,Ltd.)",400-1,5,Actual,PBF-LB,Metal,,China,2025
China Steel Research Technology Group Co (CISRI),Printing services,"HBD (Shanghai Hanbang United 3D Tech Co.,Ltd.)",400-2,5,Actual,PBF-LB,Metal,,China,2025
China Steel Research Technology Group Co (CISRI),Printing services,BLT,S800-8,3,Actual,PBF-LB,Metal,,China,2025
China Steel Research Technology Group Co (CISRI),Printing services,,BF261,1,Actual,PBF-LB,Metal,,China,2025
"Guangzhou Seal Laser Rapid Prototype Co., Ltd.",Printing services,CMET,SOUP II 600GS,1,Actual,VPP,Polymer,,China,2025
"Guangzhou Seal Laser Rapid Prototype Co., Ltd.",Printing services,CMET,RM 6000,1,Actual,VPP,Polymer,,China,2025
"Guangzhou Seal Laser Rapid Prototype Co., Ltd.",Printing services,Uniontech,RSPro 1400,1,Actual,VPP,Polymer,,China,2025
"Guangzhou Seal Laser Rapid Prototype Co., Ltd.",Printing services,Uniontech,RSPro 800,2,Actual,VPP,Polymer,,China,2025
"Guangzhou Seal Laser Rapid Prototype Co., Ltd.",Printing services,Uniontech,RSPro 600,15,Actual,VPP,Polymer,,China,2025
"Guangzhou Seal Laser Rapid Prototype Co., Ltd.",Printing services,Uniontech,RSPro 450,10,Actual,VPP,Polymer,,China,2025
HLH Prototypes Co LTD,Printing services,Uniontech,Lite450,3,Minumum,VPP,Polymer,,China,2025
HLH Prototypes Co LTD,Printing services,,,2,Minumum,PBF-LB,Polymer,,China,2025
HLH Prototypes Co LTD,Printing services,,,1,Minumum,PBF-LB,Metal,,China,2025
HLH Prototypes Co LTD,Printing services,3D Systems,Projet MJP 2500,2,Minumum,MJT,Polymer,,China,2025
HLH Prototypes Co LTD,Printing services,"Shanghai Digital Manufacturing Co., Ltd.",DQ501,1,Minumum,MEX,Polymer,,China,2025
HLH Prototypes Co LTD,Printing services,Longer,,1,Minumum,MEX,Polymer,,China,2025
HLH Prototypes Co LTD,Printing services,,,4,Minumum,MEX,Polymer,,China,2025
JasonMould Industrial Company Limited,Printing services,Renishaw,AM250,1,Minimum,PBF-LB,Metal,,China,2025
"Hebei Jingye Additive Manufacturing Technology Co., Ltd.",Printing services,,,39,Minimum,PBF-LB,Metal,,China,2025
"Hebei Jingye Additive Manufacturing Technology Co., Ltd.",Printing services,Zrapid,iSLA300,4,Minimum,PBF-LB,Metal,,China,2025
"Hebei Jingye Additive Manufacturing Technology Co., Ltd.",Printing services,Eplus3D,EP-M1550,1,Minimum,PBF-LB,Metal,,China,2025
"Hebei Jingye Additive Manufacturing Technology Co., Ltd.",Printing services,Eplus3D,EP-M1250,1,Minimum,PBF-LB,Metal,,China,2025
"Hebei Jingye Additive Manufacturing Technology Co., Ltd.",Printing services,Eplus3D,EP-M650,1,Minimum,PBF-LB,Metal,,China,2025
JS Additive (JSADD),Printing services,,,1,Minimum,VPP,Polymer,,China,2025
JS Additive (JSADD),Printing services,,,1,Minimum,PBF-LB,Polymer,,China,2025
JS Additive (JSADD),Printing services,,,1,Minimum,PBF-LB,Metal,,China,2025
JS Additive (JSADD),Printing services,,,1,Minimum,PBF-IR,Polymer,,China,2025
JS Additive (JSADD),Printing services,,,96,Minimum,,,,China,2025
Junchen Intelligent Manufacturing Technology – JUN CHEN,Printing services,,,382,Minimum,,,,China,2025
Junchen Intelligent Manufacturing Technology – JUN CHEN,Printing services,HP,,6,Minimum,,Polymer,,China,2025
Junchen Intelligent Manufacturing Technology – JUN CHEN,Printing services,Farsoon,,1,Minimum,PBF-LB,Polymer,,China,2025
Junchen Intelligent Manufacturing Technology – JUN CHEN,Printing services,Farsoon,,5,Minimum,PBF-LB,Metal,,China,2025
Junchen Intelligent Manufacturing Technology – JUN CHEN,Printing services,EOS,,1,Minimum,PBF-LB,Polymer,,China,2025
Junchen Intelligent Manufacturing Technology – JUN CHEN,Printing services,BLT,300/320,5,Minimum,PBF-LB,Metal,,China,2025
Junchen Intelligent Manufacturing Technology – JUN CHEN,Printing services,Hanbang,,1,Minimum,PBF-LB,Metal,,China,2025
Junchen Intelligent Manufacturing Technology – JUN CHEN,Printing services,Stratasys,Polyjet,1,Minimum,,Polymer,,China,2025
Junchen Intelligent Manufacturing Technology – JUN CHEN,Printing services,Uniontech,Lite600(HD),97,Minimum,VPP,Polymer,,China,2025
Junchen Intelligent Manufacturing Technology – JUN CHEN,Printing services,Intamsys,,1,Minimum,MEX,Polymer,,China,2025
Lead Technology (HK) Group Limited,Printing services,,,1,Minimum,VPP,Polymer,,China,2025
Lead Technology (HK) Group Limited,Printing services,,,1,Minimum,PBF-LB,Polymer,,China,2025
Lead Technology (HK) Group Limited,Printing services,Stratasys,Polyjet,1,Minimum,,Polymer,,China,2025
Metang Novatech,Printing services,voxeljet,VX200,1,Minimum,BJT,Sand,,China,2025
Metang Novatech,Printing services,voxeljet,VX500,1,Minimum,,Sand,,China,2025
Metang Novatech,Printing services,voxeljet,VX1000,1,Minimum,,Sand,,China,2025
Metang Novatech,Printing services,voxeljet,VX2000,1,Minimum,,Sand,,China,2025
Metang Novatech,Printing services,voxeljet,VX4000,1,Minimum,,Sand,,China,2025
Nanjing Chamlion Laser Technology Co,Printing services,Chamlion,NCL-M150,1,Minimum,PBF-LB,Metal,,China,2025
Nanjing Chamlion Laser Technology Co,Printing services,Chamlion,NCL-M180A,1,Minimum,PBF-LB,Metal,,China,2025
Nanjing Chamlion Laser Technology Co,Printing services,Chamlion,NCL-DF252,1,Minimum,VPP,Polymer,,China,2025
Nanjing Chamlion Laser Technology Co,Printing services,Chamlion,NCL-LIONFORM MAX,1,Minimum,VPP,Polymer,,China,2025
NICE Rapid,Printing services,,,1,Minimum,VPP,Polymer,,China,2025
NICE Rapid,Printing services,,,1,Minimum,PBF-LB,Polymer,,China,2025
NICE Rapid,Printing services,,,1,Minimum,MEX,Polymer,,China,2025
NICE Rapid,Printing services,,,1,Minimum,PBF-LB,Metal,,China,2025
Rapid Direct,Printing services,HP,,1,Minimum,PBF-IR,Polymer,,China,2025
Rapid Direct,Printing services,,,1,Minimum,VPP,Polymer,,China,2025
Rapid Direct,Printing services,,,1,Minimum,PBF-LB,Polymer,,China,2025
Rapid Direct,Printing services,HBD,350,28,Minimum,PBF-LB,Metal,,China,2025
Rapid Direct,Printing services,HBD,500,2,Minimum,PBF-LB,Metal,,China,2025
RP World,Printing services,,,1,Minimum,VPP,Polymer,,China,2025
RP World,Printing services,,,1,Minimum,PBF-LB,Polymer,,China,2025
RPS (Rapid Parts solutions),Printing services,,,1,Minimum,VPP,Polymer,,China,2025
RPS (Rapid Parts solutions),Printing services,,,1,Minimum,PBF-LB,Polymer,,China,2025
RPS (Rapid Parts solutions),Printing services,,,30,Minimum,PBF-LB,Metal,,China,2025
RPS (Rapid Parts solutions),Printing services,HP,,1,Minimum,PBF-IR,Polymer,,China,2025
"Shanghai Digital Manufacturing Co., Ltd.",Printing services,"Shanghai Digital Manufacturing Co., Ltd.",,24,Minimum,VPP,Polymer,,China,2025
"Shanghai Digital Manufacturing Co., Ltd.",Printing services,"Shanghai Digital Manufacturing Co., Ltd.",,200,Minumum,MEX,Polymer,,China,2025
"Shanghai Digital Manufacturing Co., Ltd.",Printing services,"Shanghai Digital Manufacturing Co., Ltd.",,2,Minimum,PBF-LB,Metal,,China,2025
Solo Additive,Printing services,Solo Additive,AF-250,1,Minimum,PBF-LB,Metal,,China,2025
Solo Additive,Printing services,Solo Additive,AF-400,1,Minimum,PBF-LB,Metal,,China,2025
Solo Additive,Printing services,Solo Additive,,8,Minimum,PBF-LB,Metal,,China,2025
Star Rapid,Printing services,Renishaw,AM250,1,Minimum,PBF-LB,Metal,,China,2025
Star Rapid,Printing services,,,1,Minimum,VPP,Polymer,,China,2025
Start Prototyping,Printing services,3D Systems,ProX 800,3,Minimum,VPP,Polymer,,China,2025
WeNext,Printing services,HP,4200,8,Minimum,PBF-IR,Polymer,,China,2025
WeNext,Printing services,Farsoon,Next500,7,Minimum,PBF-LB,Polymer,,China,2025
WeNext,Printing services,UnionTech,LITE600HD,80,Minimum,VPP,Polymer,,China,2025
WeNext,Printing services,BLT,A320,12,Minimum,PBF-LB,Metal,,China,2025
WeNext,Printing services,H3D,350T,6,Minimum,PBF-LB,Metal,,China,2025
"WSF Technology Co., Ltd",Printing services,,,1,Minimum,VPP,Polymer,,China,2025
"WSF Technology Co., Ltd",Printing services,,,1,Minimum,PBF-LB,Polymer,,China,2025
"3D Printing Technology, Inc. (3DPTEK)",Printing services,,,1,Minimum,BJT,metal,,China,2025
"3D Printing Technology, Inc. (3DPTEK)",Printing services,,,1,Minimum,BJT,ceramic,,China,2025
"3D Printing Technology, Inc. (3DPTEK)",Printing services,,,1,Minimum,PBF-LB,metal,,China,2025
"3D Printing Technology, Inc. (3DPTEK)",Printing services,,,1,Minimum,PBF-LB,polymer,,China,2025
"3D Printing Technology, Inc. (3DPTEK)",Printing services,,,1,Minimum,PBF-LB,sand,,China,2025
"3D Printing Technology, Inc. (3DPTEK)",Printing services,,,1,Minimum,BJT,sand,,China,2025
"3D Printing Technology, Inc. (3DPTEK)",Printing services,,,1,Minimum,PBF-LB,wax,,China,2025
"Beijing SANDI Technology Co.(3D Printing Technology, Inc.)",Printing services,3DPTEK,,48,Minimum,,Metal,,China,2025
"Beijing SANDI Technology Co.(3D Printing Technology, Inc.)",Printing services,3DPTEK,AFS-J1600,3,Minimum,BJT,sand,,China,2025
"Beijing SANDI Technology Co.(3D Printing Technology, Inc.)",Printing services,3DPTEK,,1,Minimum,BJT,Metal,,China,2025
"Beijing SANDI Technology Co.(3D Printing Technology, Inc.)",Printing services,3DPTEK,AFS-J380,1,Minimum,BJT,ceramic,,China,2025
"Beijing SANDI Technology Co.(3D Printing Technology, Inc.)",Printing services,3DPTEK,AFS Lasercore 6000,1,Minimum,PBF-LB,"wax, sand, plastic",,China,2025
"Beijing SANDI Technology Co.(3D Printing Technology, Inc.)",Printing services,3DPTEK,,1,Minimum,PBF-LB,Metal,,China,2025
Dou Yee Technologies Pte. Ltd.,Printing services,Stratasys,J55,1,Minimum,MJT,polymer,,China,2025
Dou Yee Technologies Pte. Ltd.,Printing services,,,1,Minimum,MEX,metal,,The Netherlands,2025
Dou Yee Technologies Pte. Ltd.,Printing services,,,1,Minimum,PBF-LB,metal,,China,2025
Dou Yee Technologies Pte. Ltd.,Printing services,,,1,Minimum,BJT,metal,,China,2025
"Suzhou Pollypolymer New Materials Technology Co., Ltd.",Printing services,"Suzhou Pollypolymer New Materials Technology Co., Ltd.",,7,Minimum,VPP,polymer,,China,2025
Future Factory 3D,Printing services,Bambu Lab,X1 Carbon,34,minimum,MEX,Polymer,,China,2025
"Anhui Xingrui Additive Manufacturing Co., Ltd.",Printing services,CharmRay,Dual laser model,40,,PBF-LB,Metal,,China,2025
"Anhui Xingrui Additive Manufacturing Co., Ltd.",Printing services,,,40,,,,,China,2025
"Anhui Xingrui Additive Manufacturing Co., Ltd.",Printing services,CharmRay,,1,,MEX,Polymer,,China,2025
"Anhui Xingrui Additive Manufacturing Co., Ltd.",Printing services,CharmRay,,1,,,Ceramic,,China,2025
"Anhui Xingrui Additive Manufacturing Co., Ltd.",Printing services,CharmRay,,1,,VPP,Polymer,,China,2025
China Machinery Institute of Advanced Materials,Printing services,Aixway,,1,Minimum,PBF-LB,Metal,,China,2025
China Machinery Institute of Advanced Materials,Printing services,LiM,,6,Minimum,PBF-LB,Metal,,China,2025
"Adrayn (Chongqing Andrayyuan Technology Co., Ltd)",Printing services,,,98,Minimum,,Metal,,China,2025
"Adrayn (Chongqing Andrayyuan Technology Co., Ltd)",Printing services,,,1,Minimum,wDED-arc,Metal,,China,2025
"Adrayn (Chongqing Andrayyuan Technology Co., Ltd)",Printing services,Dedibot,,1,Minimum,PBF-LB,Metal,,China,2025
"Adrayn (Chongqing Andrayyuan Technology Co., Ltd)",Printing services,EOS,,1,Minimum,PBF-LB,Unknown,,Spain,2025
"Adrayn (Chongqing Andrayyuan Technology Co., Ltd)",Printing services,HP,,1,Minimum,,Unknown,,Spain,2025
"Adrayn (Chongqing Andrayyuan Technology Co., Ltd)",Printing services,Farsoon,,1,Minimum,PBF-LB,Unknown,,Spain,2025
"Raycham (Nanjing Zhongke Yue Laser Technology Co., Ltd.)",Printing services,RayCham,,50,Minimum,,Metal,,Spain,2025
Mizar Additive Manufacturing,Printing services,Colibrium Additive,ARCAM Q10,1,Minimum,PBF-EB,Metal,,Spain,2025
Mizar Additive Manufacturing,Printing services,EOS,M290,1,Minimum,PBF-LB,Metal,,Spain,2025
Mizar Additive Manufacturing,Printing services,EOS,P396,1,Minimum,PBF-LB,Polymer,,United States,2025
Mizar Additive Manufacturing,Printing services,,Fortius 400,,,MEX,Polymer,,China,2025
Mizar Additive Manufacturing,Printing services,,Fortius 900,,,MEX,Polymer,,China,2025
Mizar Additive Manufacturing,Printing services,,Objet 500 Connex3,,,MJT,Polymer,,China,2025
Restor3d,Printing services,EOS,M400-4,1,Minimum,PBF-LB,Metal,,China,2025
FOHAN (Keheng 3D printing),Printing services,,,773,Minimum,,,,China,2025
FOHAN (Keheng 3D printing),Printing services,Neway,4K,6,Minimum,VPP,Polymer,,China,2025
FOHAN (Keheng 3D printing),Printing services,BLT,,5,Minimum,PBF-LB,Metal,,China,2025
FOHAN (Keheng 3D printing),Printing services,TPM3D,,5,Minimum,PBF-LB,Polymer,,China,2025
FOHAN (Keheng 3D printing),Printing services,EOS,,1,Minimum,PBF-LB,Polymer,,China,2025
FOHAN (Keheng 3D printing),Printing services,HP,,7,Minimum,PBF-IR,Polymer,,China,2025
FOHAN (Keheng 3D printing),Printing services,In-house,,1,Minimum,,Ceramic,,China,2025
FOHAN (Keheng 3D printing),Printing services,Uniontech,LITE600HD,1,Minimum,VPP,Polymer,,China,2025
FOHAN (Keheng 3D printing),Printing services,In-house,,1,Minimum,VPP,Polymer,,China,2025
"Foshan Huilian Zhitong Printing Technology Co., Ltd.",Printing services,HBD,HBD-350,20,Minimum,PBF-LB,Metal,,Japan,2023
"Foshan Huilian Zhitong Printing Technology Co., Ltd.",Printing services,Farsoon,FS403P,10,Minimum,PBF-LB,Polymer,,Japan,2023
"Foshan Huilian Zhitong Printing Technology Co., Ltd.",Printing services,HP,MJF 5200,2,Minimum,PBF-IR,Polymer,,Japan,2023
